Year,Country,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
2018,DE,Erfurt,42.92,40.39,46.67,61.61,59.08,43.48,28.18,37.16,52.71,46.05
2018,DE,Munich G,163.36,158.87,183.11,264.2,248.44,155.03,136.42,152.88,212.7,187.06
2018,DE,Saarbrücken (2),165.12,170.09,196.59,215.15,231.15,177.18,133.17,156.12,205.02,184.06
2018,DK,Copenhagen,361.86,336.52,446.2,649.9,582.35,369.45,513.74,404.04,511.98,465.72
2018,ES,Barcelona,703.9,793.61,822.13,988.29,880.39,538.16,405.83,634.45,807.24,733.19
2018,ES,Castellon,627.56,322.18,147.78,263.55,391.61,183.1,139.54,363.1,246.51,296.47
2018,ES,Madrid VdlV,239.1,275.93,298.99,312.54,325.13,452.97,310.66,275.23,347.41,316.47
2018,ES,Santiago,200.53,263.44,356.53,441.56,500.77,399.96,302.22,255.4,424.7,352.14
2018,ES,Valencia (3),363.48,231.79,530.62,740.98,762.33,743.42,739.24,444.83,694.34,587.41
2018,FI,Espoo,23.05,21.4,23.91,38.7,46.41,28.05,25.32,23.26,34.27,29.55
2018,FI,Helsinki,39.48,44.46,49.59,89.77,100.17,68.78,47.93,43.96,77.08,62.88
2018,FI,Hämeenlinna,6.8,13.78,8.18,7.87,6.28,4.14,3.48,08.02,6.62,7.22
2018,FI,Joensuu,4.76,2.54,1.28,1.74,1.88,1.15,01.06,2.79,1.51,02.06
2018,FI,Jyväskylä,3.75,3.17,02.03,3.99,2.94,3.13,3.16,3.36,03.02,3.17
2018,FI,Kajaani,0.53,0.12,0.25,0.38,0.11,0.47,0.69,0.45,0.3,0.36
2018,FI,Kemi,0.92,1.71,1.47,0.38,0.25,3.98,5.14,2.59,1.52,1.98
2018,FI,Kokkola,0.3,0.25,0.28,0.78,1.46,1.37,1.38,0.64,0.97,0.83
2018,FI,Kotka,13.26,12.12,15.76,16.89,20.7,23.52,16.53,13.97,19.22,16.97
2018,FI,Kouvola,8.26,5.78,13.05,10.96,8.8,4.99,5.82,6.62,9.45,8.24
2018,FI,Kuopio,1.62,1.37,3.42,2.72,2.57,01.05,0.35,1.11,2.44,1.87
2018,FI,Lahti,26.49,43.79,31.24,63.14,64.95,50.51,29.45,33.24,52.46,44.22
2018,FI,Lappeenranta,2.83,3.51,1.73,1.86,2.9,1.99,3.14,3.16,2.12,2.57
2018,FI,Mariehamn,35.06,29.67,16.58,22.05,43.12,,15.89,26.87,27.25,23.98
2018,FI,Mikkeli,2.79,3.2,2.87,2.45,02.06,02.07,1.82,2.6,2.36,2.47
2018,FI,Oulu,0.95,0.89,0.78,2.61,6.29,04.05,3.69,1.84,3.43,2.75
2018,FI,Pori,1.91,2.59,4.62,6.12,6.82,3.98,4.18,2.89,5.39,4.32
2018,FI,Rovaniemi,1.79,1.77,2.72,3.5,4.34,5.16,5.82,3.13,3.93,3.59
2018,FI,Savonlinna,0.98,0.82,0.54,0.73,3.1,3.46,3.56,1.79,1.96,1.89
2018,FI,Seinäjoki,1.52,0.84,0.93,0.51,0.65,1.21,0.65,1,0.83,0.9
2018,FI,Tampere,19.06,16.58,24.56,39.54,43.06,25.27,21.59,19.08,33.11,27.1
2018,FI,Turku,5.12,06.01,6.56,10.15,9.94,6.29,4.53,5.22,8.24,6.94
2018,FI,Vaasa,1.51,1.55,01.05,1.16,1.87,1.11,0.67,1.24,1.3,1.27
2018,FR,Bordeaux I,84.45,64.9,95.52,311.73,338.63,342.31,173.74,107.7,272.05,201.61
2018,FR,Paris Seine Centre,432.32,669.1,495.23,610,628.3,288.79,551.12,550.85,505.58,524.98
2018,FR,Paris South Suburbs,49.99,41.83,49.25,74.46,94.32,36.2,51.35,47.72,63.56,56.77
2018,GB,Bristol,607.03,740.41,887.35,991.02,1331.48,1345.17,882.15,743.2,1138.76,969.23
2018,HR,Zagreb,216.96,224.54,284.82,178.51,305.29,247.5,184.14,208.55,254.03,234.54
2018,IS,Reykjavik Klettagarðar,486.34,374.88,439.54,614.47,632.97,436.09,365.21,408.81,530.77,478.5
2018,IT,Bozen,324.9,333.04,358.08,477.67,458.85,443.9,355.64,337.86,434.63,393.16
2018,IT,Milan,336.67,315.21,302.94,349.53,523.16,303.73,404.12,352,369.84,362.19
2018,LT,Kaunas,42.73,41.66,47.23,73.9,89.67,65.56,42.35,42.25,69.09,57.59
2018,LT,Klaipeda,33.64,40.68,44.72,91.79,121.99,59.89,45.95,40.09,79.6,62.67
2018,LT,Vilnius,28.95,33.62,52.29,74.9,79.23,41.9,37.68,33.42,62.08,49.8
2018,NL,Amsterdam,720.65,754.53,711.9,788.19,1121.25,1540.14,889.84,788.34,1040.37,932.36
2018,NL,Eindhoven,357.02,247.81,410,428.78,513.75,582.24,448.9,351.24,483.69,426.93
2018,NL,Utrecht,400.51,437.84,360.81,357.79,479.01,523.1,343.16,393.84,430.18,414.6
2018,PT,Almada,28.65,87.44,207.75,148.11,247.54,145.53,92.55,69.55,187.23,136.79
2018,PT,Lisbon,535.52,273.02,429.83,509.69,567.74,489.26,376.65,395.06,499.13,454.53
2018,PT,Porto,159.82,171.61,229.14,155.19,287.74,272.98,259.93,197.12,236.26,219.48
2018,SI,Domžale-Kamnik,122.48,78.22,165.78,293.17,282.56,148.61,132.52,111.07,222.53,174.76
2018,SI,Ljubljana,264.29,280.25,,382.24,369.84,205.84,233.8,259.45,319.31,289.38
2018,SI,Maribor,58.9,99.73,52.73,134.81,153.26,85.23,63.29,73.97,106.51,92.56
2018,SK,Bratislava C,98.24,56.8,182.51,96.8,116.25,104.13,94.84,83.29,124.92,107.08
2018,SK,Piestany,11.38,10.14,8.75,64.17,45.58,10.38,3.66,8.39,32.22,22.01
2019,AT,Graz,124.76,117.22,88.68,334.45,174.45,108.25,131.53,124.5,176.46,154.19
2019,AT,Hall-Wattens,173.19,183.09,191.67,246.61,260.68,201.64,159.9,172.06,225.15,202.4
2019,AT,Innsbruck,271.62,322.16,334.03,381.92,458.94,264.73,276.39,290.06,359.91,329.97
2019,AT,Kapfenberg,60.77,52.48,60.52,89.9,85.24,54.65,49.48,54.24,72.58,64.72
2019,AT,Mürzzuschlag,24.21,19.11,17.42,21.65,24.13,31.14,29.54,24.29,23.58,23.89
2019,AT,Purgstall,14.09,13.47,51.64,18.03,30.71,14.71,11.56,13.04,28.77,22.03
2019,AT,Region Millstättersee,36.65,31.64,62.64,79.96,94.81,49.76,32.86,33.71,71.79,55.47
2019,AT,Wasserverband Hofsteig,179.8,190.21,251.5,275.2,281.47,185.13,146.98,172.33,248.33,215.76
2019,BE,Antwerp Zuid,786.96,1389.77,977.75,1138.32,2048.63,1006.05,1582.17,1252.96,1292.69,1275.66
2019,BE,Boom,348.8,475.3,441.35,452.45,455.97,420.65,831.14,551.75,442.61,489.38
2019,BE,Brussels,462.05,383.44,567.22,511.16,415.85,454.74,387.46,410.98,487.24,454.56
2019,BE,Koksijde,60.48,72.04,85.71,100.86,179.72,44.98,232.11,121.54,102.82,110.84
2019,BE,Oostende,215.6,226.4,210.08,284.83,317.19,185.23,306.31,249.44,249.33,249.38
2019,CH,Basel,635.02,758.89,763.36,852.12,786.9,640.81,579.33,657.75,760.8,716.63
2019,CH,Berne,441,468.7,556.33,563.44,535.19,439.38,396.93,435.55,523.58,485.85
2019,CH,Geneva,622,700.3,781.58,819.72,,534.83,602.91,641.74,712.05,676.89
2019,CH,St. Gallen Hofen,754.26,846.22,943.11,1222.28,1203,723.51,676.36,758.95,1022.98,909.82
2019,CH,Zurich,771.53,811.58,870.04,1059.27,1074.69,899.95,749.5,777.54,975.99,890.94
2019,CY,Limassol,242.5,219.21,247.18,241.47,303,375.57,277.79,246.5,291.8,272.39
2019,CZ,Brno,28.18,27.97,36.9,38.46,61.37,63.22,36.18,30.78,49.99,41.76
2019,CZ,České Budějovice,14.75,14.86,19.24,17.76,27.46,25.4,16.81,15.47,22.47,19.47
2019,CZ,Ostrava,18.24,17.27,17.13,37.3,46.73,36.68,18.51,18.01,34.46,27.41
2019,CZ,Prague (2),388.38,422.86,513.32,652.27,586.24,411.76,370.63,393.96,540.9,477.92
2019,DE,Chemnitz,5.73,11.38,14.43,25.79,20.08,12.34,03.09,6.73,18.16,13.26
2019,DE,Dortmund,308.68,356.67,384.64,494.73,496.03,303.88,278.84,314.73,419.82,374.78
2019,DE,Dresden,20.92,20.85,22.78,43.68,43.61,26.05,19.07,20.28,34.03,28.14
2019,DE,Dülmen,79.55,63.82,121.08,199.7,176.11,160.27,106.35,83.24,164.29,129.55
2019,DE,Erfurt,39.38,36.93,43.57,76.79,75.01,51.97,40.53,38.95,61.83,52.03
2019,DE,Munich G,173.06,195.46,236.58,302.07,332.68,229.75,180.26,182.93,275.27,235.7
2019,DE,Saarbrücken (2),149.3,176.66,171.07,179.79,202.25,189.09,137.02,154.33,185.55,172.17
2019,DK,Copenhagen,387.78,189.6,465.14,704.98,1502.31,447.59,500.57,359.31,780,599.71
2019,ES,Barcelona,877.05,667.17,694.4,725.32,678.45,564.18,695.51,746.58,665.59,700.3
2019,ES,Castellon,637.95,617.13,585.96,725.74,960.17,888.16,585.73,613.61,790.01,714.41
2019,ES,Madrid VdlV,323.25,648.17,431.18,436.67,527.87,701.81,465.03,478.82,524.38,504.86
2019,ES,Santiago,466.5,553.56,359.48,691.65,642.97,477.19,312.43,444.17,542.82,500.54
2019,ES,Valencia (3),510.69,432.13,369.36,187.16,981.8,685.47,251.57,398.13,555.95,488.31
2019,FI,Espoo,30.71,40.03,45.37,68.74,63.39,44.08,34.08,34.94,55.39,46.63
2019,FI,Helsinki,55.14,50.3,63.03,117.78,108.88,68.48,53.06,52.83,89.54,73.81
2019,FI,Tampere,9.91,8.21,12.83,22.19,15.94,9.78,9.85,9.32,15.19,12.67
2019,FI,Turku,7.69,7.68,8.19,15.53,20.17,10.93,7.29,7.55,13.71,11.07
2019,FR,Bordeaux I,113.61,258.97,188.99,211.17,299.85,373.52,351.19,241.26,268.38,256.76
2019,FR,Paris Seine Centre,209.03,246.05,287.3,329.96,354.32,277.13,210.97,222.02,312.18,273.54
2019,GB,London,561.78,380.89,666.73,729.32,874.47,534.02,584.56,509.08,701.13,618.82
2019,GR,Athens,17.65,64.74,30.48,70.92,81.53,56.29,69.78,50.73,59.81,55.91
2019,GR,Eleusis,27.51,11.34,3.29,13.61,16.83,20.86,21.55,20.13,13.65,16.43
2019,HR,Zagreb,338.48,359.67,387.6,517.09,520.7,339.37,305.91,334.69,441.19,395.55
2019,IS,Reykjavik Klettagarðar,719.97,723.36,701.59,936.55,932.54,641.26,529.49,657.61,802.98,740.68
2019,IT,Bozen,368.97,320.73,597.78,431.33,390.19,281.04,254.46,314.72,425.08,377.79
2019,IT,Milan,237.42,225.28,216.79,273.73,247.81,244.65,210.18,224.29,245.75,236.55
2019,LT,Kaunas,46.54,41.36,52.14,103.62,94.4,70.9,48.31,45.4,80.26,65.32
2019,LT,Klaipeda,81.84,55.58,66.38,113.35,135.25,99.63,68.35,68.59,103.65,88.63
2019,LT,Vilnius,46.32,48.98,68.71,129.83,111.09,72.46,51.54,48.95,95.52,75.56
2019,LV,Riga,60.57,19.6,53.82,49.84,47.5,91.78,78.26,52.81,60.74,57.34
2019,NL,Amsterdam,898.05,687.74,825.14,1039.35,1238.79,1007.32,1206.68,930.82,1027.65,986.15
2019,NL,Eindhoven,575.01,427.28,499.02,669.88,637.17,548.37,461.21,487.83,588.61,545.42
2019,NL,Utrecht,352.02,524.64,468.04,565.26,518.69,396.36,396.76,424.48,487.09,460.25
2019,PL,Krakow P,29.35,42.61,49.54,62.69,43.4,61.17,37.26,36.41,54.2,46.57
2019,PT,Almada,138.39,141.95,169.17,190.98,173.21,142.12,181.99,154.11,168.87,162.54
2019,PT,Lisbon,409.47,391.02,465.8,528.29,537.5,465.59,375.74,392.08,499.29,453.34
2019,PT,Porto,254.53,248.33,233.75,258.91,300.35,381.14,173.43,225.43,293.54,264.35
2019,SE,Gävle,73.64,95.32,78.52,121.64,112.49,65.8,51.28,73.41,94.61,85.53
2019,SE,Stockholm (2),159.57,161.79,176.28,257.27,288.85,245.52,189.29,170.22,241.98,211.23
2019,SE,Uppsala,47.85,49.89,48.4,57.3,83.32,80.48,68.68,55.47,67.37,62.27
2019,SI,Domžale-Kamnik,194.88,225,274.22,356.09,372.2,189.53,123.86,181.25,298.01,247.97
2019,SI,Koper,447.89,510.01,585.02,697.03,665.4,526.84,716.95,558.28,618.57,592.73
2019,SI,Ljubljana,354.93,377.15,407.84,539.82,509.32,453.67,365.26,365.78,477.66,429.71
2019,SI,Maribor,207.15,181.38,214.55,299.82,361.19,253.17,145.21,177.91,282.18,237.5
2019,SI,Novo mesto,183.06,151.03,274.31,489.14,446,93.06,180.53,171.54,325.63,259.59
2019,SI,Velenje,110.27,163.83,112.71,181.96,218.22,122.34,187,153.7,158.81,156.62
2019,SK,Bratislava C,50.65,58.73,63.96,102.68,55.13,59.88,98.56,69.31,70.41,69.94
2019,SK,Piestany,28.45,27.5,21.61,57.05,53.99,30.03,13.67,23.21,40.67,33.19
2019,TR,Adana,4.15,3.43,2.25,2.66,4.17,2.87,2.23,3.27,2.99,3.11
2019,TR,Istanbul (II-VII),37.3,31.01,33.75,41.35,40.3,35.18,34.66,34.32,37.65,36.22
2020,AT,Graz,98.22,107.09,138.97,277.65,141.82,113.55,90.27,98.53,168,138.22
2020,AT,Hall-Wattens,198.51,191.85,188.4,252.67,258.04,184.96,197.85,196.07,221.02,210.32
2020,AT,Innsbruck,272.4,285.7,352.42,403.34,392.42,266.43,271.96,276.69,353.65,320.67
2020,AT,Kapfenberg,148.49,157.88,118.73,204.25,190.41,102.76,102.67,136.35,154.04,146.46
2020,AT,Kufstein,364.86,369.03,440.21,449.37,499.04,357.81,347.98,360.62,436.61,404.04
2020,AT,Purgstall,30.39,19.28,21.52,17.96,26.36,22.62,32.59,27.42,22.11,24.39
2020,AT,Region Millstättersee,83.16,60.52,74.26,101.62,92.53,53.24,64.7,69.46,80.41,75.72
2020,AT,Strass im Zillertal,94.1,97.21,119.48,171.26,171.9,100.89,99.95,97.09,140.88,122.11
2020,AT,Wasserverband Hofsteig,100.95,163.51,171.02,162.2,285.03,306.16,187.81,150.76,231.1,196.67
2020,BE,Antwerp Zuid,1049.69,949.03,1126.59,1201.26,2090.15,789.02,1018.39,1005.7,1301.75,1174.88
2020,BE,Boom,456.63,463.37,382.86,365.78,363.02,353,535.6,485.2,366.17,417.18
2020,BE,Brussels,445.45,525.75,492.9,534.19,509.93,432.1,379.07,450.09,492.28,474.2
2020,CH,Berne,512.87,520.74,553.28,664.97,619.6,522.41,576.42,536.68,590.06,567.18
2020,CH,Geneva,530.6,540.8,530.63,569.24,512.58,409.09,417.55,496.31,505.38,501.5
2020,CH,St. Gallen Hofen,624.28,619.53,744.62,959.27,,571.83,631.42,625.08,758.57,691.83
2020,CH,Zurich,731.69,659.17,810.15,1237.33,1074.64,782.13,825.43,738.76,976.06,874.36
2020,CY,Limassol,42.91,46.65,47.98,41.17,37.57,27.74,63.27,50.95,38.61,43.9
2020,CZ,Karlovy Vary,55.04,64.31,68.19,104.35,70.34,46.25,36.07,51.8,72.28,63.51
2020,CZ,Ostrava,37.3,43.37,41.66,74.31,46.2,33.92,41.06,40.58,49.02,45.4
2020,CZ,Prague (2),228.38,289.9,237.2,397.94,296.11,215.28,210.73,243.01,286.63,267.94
2020,DE,Chemnitz,20.99,18.99,22.2,33.38,39.45,37.58,18.77,19.58,33.15,27.34
2020,DE,Dortmund,302.36,252.51,242.48,247.62,369.85,351.73,368.69,307.85,302.92,305.04
2020,DE,Dresden,36.01,29.29,54.13,48.68,57.01,34.61,35.28,33.53,48.61,42.14
2020,DE,Dülmen,89.73,114,139.57,178.04,175.72,132.8,113.7,105.81,156.53,134.79
2020,DE,Erfurt,54.33,56.05,,78.39,107.15,74.09,56.14,55.51,86.54,71.02
2020,DE,Hamburg N,409.06,410.89,,,481.83,,363.04,394.33,481.83,471.34
2020,DE,Magdeburg,158.58,166.37,155.88,208.78,179.87,223.04,173.02,165.99,191.89,180.79
2020,DE,Munich G,246.4,,,222.14,157.03,145.93,185.13,215.77,175.03,191.33
2020,DE,Nuremberg,28.01,34.54,37.72,48.99,51.38,36.17,30.89,31.15,43.56,38.24
2020,DE,Saarbrücken (2),156.54,150.6,183.02,203.65,210.11,132.84,135.79,147.64,182.4,167.51
2020,ES,Castellon,445.46,487.24,417.29,397.07,498.16,432.24,387.86,440.19,436.19,437.9
2020,ES,Santiago,575.31,481.6,535.38,961.35,621.09,528.59,572.12,543.01,661.6,610.78
2020,FI,Espoo,33.12,36.87,38.98,63.06,73.21,46.53,39.53,36.5,55.44,47.33
2020,FI,Helsinki,51.52,62.03,71.59,117.43,126.22,76.97,68.09,60.55,98.05,81.98
2020,FI,Hämeenlinna,4.75,4.33,8.19,22.09,25.29,16.83,6.4,5.16,18.1,12.55
2020,FI,Joensuu,1.7,1.62,1.94,2.58,2.21,0.78,1.35,1.56,1.88,1.74
2020,FI,Jyväskylä,2.9,03.08,2.4,4.54,2.55,2.6,03.04,03.01,03.02,03.01
2020,FI,Kajaani,01.01,1.72,0.49,0.64,0.75,0.53,1.34,1.36,0.6,0.93
2020,FI,Kemi,0.19,03.04,2.55,04.06,02.09,0.35,0.7,1.31,2.27,1.86
2020,FI,Kokkola,0.59,0.63,0.85,0.86,0.6,0.41,1.32,0.85,0.68,0.75
2020,FI,Kotka,17.48,11.87,9.27,21.56,30.22,27.31,11.26,13.54,22.09,18.43
2020,FI,Kouvola,9.31,6.47,7.87,8.85,7.59,5.96,6.83,7.54,7.57,7.55
2020,FI,Kuopio,1.22,0.61,1.64,11.87,16.4,5.74,3.75,1.86,8.91,5.89
2020,FI,Lahti,20.1,36.7,28.35,44.67,55.8,35.72,41.05,32.62,41.14,37.49
2020,FI,Lappeenranta,2.29,1.61,01.07,1.54,0.58,1.85,1.31,1.73,1.26,1.47
2020,FI,Mariehamn,22.69,32.77,31.6,67.27,76.07,31.89,28.4,27.95,51.71,41.53
2020,FI,Mikkeli,2.8,3.17,3.19,03.07,4.81,1.91,1.88,2.62,3.25,2.98
2020,FI,Oulu,2.87,2.27,3.38,5.25,5.29,3.49,3.49,2.88,4.35,3.72
2020,FI,Pietarsaari,0.14,0.15,0.46,0.13,0.29,0.18,0.16,0.15,0.26,0.22
2020,FI,Pori,3.38,2.56,2.99,5.61,4.35,4.22,3.11,03.02,4.29,3.74
2020,FI,Rauma,0.9,01.07,0.24,0.86,1.82,1.26,1.31,01.09,01.04,01.06
2020,FI,Rovaniemi,2.38,4.87,4.87,4.52,3.64,1.88,0.51,2.59,3.73,3.24
2020,FI,Salo,1.13,2.27,2.81,2.55,0.98,0.91,2.73,02.04,1.81,1.91
2020,FI,Savonlinna,1.9,0.58,0.93,1.99,5.27,2.64,02.02,1.5,2.71,2.19
2020,FI,Seinäjoki,4.87,4.18,6.6,10.11,8.5,04.06,02.03,3.69,7.32,5.76
2020,FI,Tampere,12.65,12.17,14.55,26.44,23.01,23.41,15.82,13.55,21.85,18.29
2020,FI,Turku,8.9,12.65,15.61,26.24,30.12,17.46,11.69,11.08,22.36,17.52
2020,FI,Vaasa,2.89,1.17,0.97,2.18,2.72,1.69,1.11,1.73,1.89,1.82
2020,FI,Vihti,9.53,11.01,7.88,24.68,41.46,11.91,11.62,10.72,21.48,16.87
2020,FR,Paris Seine Centre,410.4,475.08,410.75,387.83,447.58,377.26,365.15,416.87,405.85,410.58
2020,HR,Zagreb,404.92,486.96,544.26,637.92,625.2,470.37,402.07,431.32,569.44,510.24
2020,IS,Reykjavik Klettagarðar,201.58,290.26,310.08,364.19,374.78,239.08,202.77,231.54,322.03,283.25
2020,IT,Bozen,282.33,310.22,332.48,387.81,403,322.93,292.89,295.15,361.56,333.1
2020,IT,Milan,342.15,,346.31,539.14,425.75,,353.85,348,437.07,401.44
2020,LT,Kaunas,55.65,57.53,57.73,72.79,86.14,66.67,60.92,58.04,70.83,65.35
2020,LT,Klaipeda,60.38,68.02,61.98,74.1,114.11,153.26,97.5,75.3,100.86,89.91
2020,LT,Vilnius,47.03,63.33,55.53,143.52,92.08,50.58,44.89,51.75,85.43,70.99
2020,LV,Riga,45.4,80.48,76.92,94.2,109.1,98.93,45.4,57.09,94.79,78.63
2020,NL,Amsterdam,706.35,715.85,855.76,712.68,864.88,821.5,703.48,708.56,813.7,768.64
2020,NL,Eindhoven,436.08,448.96,545.83,611.89,686.56,480.16,451.16,445.4,581.11,522.95
2020,NL,Utrecht,397.49,417.12,533.71,632.15,581.02,438.3,455.64,423.42,546.29,493.63
2020,PL,Krakow P,42.78,54.38,59.5,62.86,55.09,64.33,38.77,45.31,60.45,53.96
2020,PT,Almada,322.29,282.04,189.01,162.5,190.66,300.6,184.91,263.08,210.69,233.14
2020,PT,Lisbon,343.95,365.92,368.38,447.41,341.29,372.54,321.14,343.67,382.4,365.8
2020,PT,Porto,341.01,356.55,321.27,336.83,340.68,290.41,322.16,339.91,322.3,329.85
2020,RS,Novi Sad,146.73,121.31,135.54,126.25,83.9,132.33,135.62,134.55,119.5,125.95
2020,SE,Gävle,72.46,63.13,84.16,164.78,172.24,96.09,71.99,69.19,129.32,103.55
2020,SE,Sandviken,33.29,52.34,84.23,139.17,114.51,84.71,46.24,43.95,105.66,79.21
2020,SE,Stockholm (2),213.87,274.25,298.98,407.29,536.19,324.63,208.13,232.08,391.77,323.34
2020,SE,Söderhamn,19.42,18.99,55.36,67.28,104.82,100.77,48.89,29.1,82.06,59.36
2020,SE,Uppsala,72.75,74.28,95.61,124.93,153.94,72.85,68.86,71.96,111.83,94.74
2020,SI,Domžale-Kamnik,148.8,159.51,155.53,175.91,199.27,138.58,152.07,153.46,167.32,161.38
2020,SI,Koper,306.04,305.32,344.2,363.01,,265.97,341.43,317.6,324.39,320.99
2020,SI,Ljubljana,287.91,302.94,301.75,401.16,392.99,329.27,336.3,309.05,356.29,336.05
2020,SI,Maribor,114.96,128.11,148.12,175.68,165.55,115.9,129.46,124.18,151.31,139.68
2020,SI,Novo mesto,85.13,99.88,103.75,143.97,146.71,91.86,80.81,88.61,121.57,107.44
2020,SI,Velenje,124.17,112.96,167.66,161.06,182.05,141.43,147.62,128.25,163.05,148.13
2020,TR,Adana,05.09,4.89,5.57,3.16,5.28,4.92,5.3,05.09,4.73,4.89
2020,TR,Istanbul (II-VII),45.23,58.05,43.9,55.79,63.5,59.83,54.79,52.69,55.75,54.44
2021,AT,Graz,127.6,121.48,137.75,174.94,179.55,117.31,111.91,124.69,157.27,138.65
2021,AT,Hall-Wattens,178.82,165.84,192.33,265.02,273.44,191.52,166.59,175.9,243.33,204.8
2021,AT,Innsbruck,240.42,213.93,253.75,378.65,363.59,199.73,269.2,244.32,313.99,274.18
2021,AT,Kapfenberg,84.03,91.98,81.32,138.8,191.87,105.94,70.74,82.02,145.54,109.24
2021,AT,Kufstein,290.45,402.83,408.91,350.64,708.28,349.09,301.09,350.82,469.34,401.61
2021,AT,Purgstall,18.38,28.18,31.78,34.6,30.99,36.88,16.89,23.81,34.16,28.24
2021,AT,Region Millstättersee,27.11,18.71,29.18,32.81,31.82,25.01,48.46,30.87,29.88,30.44
2021,AT,Strass im Zillertal,98.59,107.34,107.53,137.12,141.18,104.15,90.4,100.97,127.48,112.33
2021,AT,Wasserverband Hofsteig,566.57,153.67,390.22,339.61,573.3,220.75,217.94,332.1,377.89,351.72
